    4CORP	           -1	    8Standard	    0	    0	    0	    0	    0	    0	    0	    0	                         	    0	    0	    0	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
    5POSER	        13448	   18FIBRE PRODUCTS LTD	   21FIBRE PRODUCTS NZ LTD	    0	    8276-8072	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13454	   13HMNZS NGAPONA	   13HMNZS NGAPONA	    0	    8376-4671	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13462	   30*MSAS GLOBAL LOGISTICS (NZ) LT	   31*MSAS GLOBAL LOGISTICS (NZ) LTD	   15PETER HENDERSON	    8256-5000	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	21-mar-2001 05:15:19     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13463	   28HELLMANN INTL FORWARDERS LTD	   27HELLMAN INTL FORWARDERS LTD	    0	    8275-0433	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13508	   30*CFS NZ LTD (CHALLENGE FREIGHT	   23*C.F.S. NEW ZEALAND LTD	    5TANIA	    8309-4538	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13529	   19WOLTERS CARTAGE LTD	   19WOLTERS CARTAGE LTD	    0	    8634-0340	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13543	   23NZ EXPRESS REMOVALS LTD	   23NZ EXPRESS REMOVALS LTD	    0	    8571-0578	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   59ANY QUERIES RE DEMURRAGE PLEASE PHONE 571-0578 CUSTOMS DEPT	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        13601	   26* POA HARBOUR PLANNING A/C	   24POA HARBOUR PLANNING A/C	    0	    8366-0055	    0	    1I	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1N	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13602	   20PLANT SERVICES P.A.L	   32PLANT SERVICES PORTS OF AUCK LTD	    0	   12(09)366-0055	    0	    1I	    1N	    1N	    1P	                         	    5NEXTM	    6AR-INT	    1N	    0	    0	     1	10-nov-1999              	04-jan-2001 05:16:20     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13604	   27PORT PROPERTY & DEVELOPMENT	   27PORT PROPERTY & DEVELOPMENT	    0	    0	    0	    1I	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1N	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13610	   18*INTERPORT CUSTOMS	   18*INTERPORT CUSTOMS	    0	    8522-2222	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        13628	   23MCCALLUM INDUSTRIES LTD	   23MCCALLUM INDUSTRIES LTD	   15STUART THWAITES	    8579-5080	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13730	   28*SEA FLIGHT CRUISES 199O LTD	   28*SEA FLIGHT CRUISES 1990 LTD	   12NILE ALLCOCK	    8307-6656	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        13838	   15GODWIT SHIPPING	   24GODWIT SHIPPING AGENCIES	   10GEOFF DAVY	    8309-2645	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13840	   23AK TALLYING SERVICE LTD	   29AUCKLAND TALLYING SERVICE LTD	   25JANE OR GRAHAM GILBERTSON	    8379-2555	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	15-jan-2000 04:16:29     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13842	   30BHP TRANSPORT & LOGISTICS (NZ)	   34BHP TRANSPORT & LOGISTICS (NZ) LTD	    5CAROL	    8302-9390	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   47PREVIOUSLY KNOWN AS NZ STEEL & SEAGLEN SHIPPING	    0	     2	10-nov-1999              	13-dec-2000 05:20:18     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13843	   16MAINFREIGHT TRAN	   25MAINFREIGHT TRANSPORT LTD	    3PAM	    8302-1877	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   94MAKE SURE CHARGES GOING TO THIS COMPANY ARE CORRECT AND DO NOT GO TO MAINFREIGHT INTERNATIONAL	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13844	   12NZ KIWIFRUIT	   28NZ KIWIFRUIT MARKETING BOARD	    0	    8366-1200	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13846	   14*ACE TRANSPORT	   14*ACE TRANSPORT	   20BARRY & MARIE TURNER	    8535-6970	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	06-mar-2001 05:15:24     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        13848	   25COOK ISLAND NATIONAL LINE	   25COOK ISLAND NATIONAL LINE	    4JOHN	    8309-7603	    8309-7604	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-dec-2000 05:20:18     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13849	   22COMALCO EXTRUSIONS LTD	   22COMALCO EXTRUSIONS LTD	    0	    8573-0531	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   33PREVIOUSLY KNOWN AS CHH ALUMINIUM	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13850	   22APC AIR & SEA (NZ) LTD	   22APC AIR & SEA (NZ) LTD	    0	    8275-3493	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   98ONLY ACE & SUPERFREIGHT ALLOWED TO USE THIS ACCOUNT - ANY QUERIES PHONE DEBBIE ADAMSON Ph: 2753493	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13851	   11TNT SEAFAST	   27TNT SEAFAST (AUSTRALIA) LTD	   12VICKI CONNOR	    8377-0219	    8309-9443	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13852	   14CHH TIMBER LTD	   29CARTER HOLT HARVEY TIMBER LTD	    4NOLA	    8525-8490	    8525-8483	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   39PREVIOUSLY KNOWN AS HENDERSON & POLLARD	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13854	    9P&O ANZDL	    5ANZDL	    5KYLIE	    8379-2140	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        13855	   19SKEGGS SEAFOODS LTD	   18SKEGGS SEAFOOD LTD	    0	   12308-9120 ACK	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13856	   29CARTER HOLT BUILDING SUPPLIES	   15CARTERS PANMURE	    0	    8527-3080	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   94****THIS ACCOUNT IS FOR THE PANMURE BRANCH ONLY - NO OTHER BRANCHES TO CHARGE THIS ACCOUNT****	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        13857	   20GARDNER SMITH NZ LTD	   20GARDNER SMITH NZ LTD	   10ROGER MEEK	    8309-7621	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	19-mar-2000 04:16:23     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13858	   15TOP FREIGHT LTD	   15TOP FREIGHT LTD	    0	    8273-8930	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        13861	   25ARC (HARBOURS DEPARTMENT)	   25AUCKLAND REGIONAL COUNCIL	   12PETER WIPICH	    8379-4420	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13862	   27THE MOVING COMPANY (NZ) LTD	   27THE MOVING COMPANY (NZ) LTD	   14DAIMON STEWART	    8759-8258	   1106-758-8464	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	13-jul-2000 04:16:28     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13863	   29MAINFREIGHT INTERNATIONAL LTD	   29MAINFREIGHT INTERNATIONAL LTD	    3JAN	    8571-0799	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   88MAKE SURE SURE CHARGES GOING TO THIS COMPANY IS CORRECT AND NOT TO MAINFREIGHT TRANSPORT	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13865	   13FORD MOTOR CO	   20FORD MOTOR CO NZ LTD	   11KEITH ADAMS	    8277-8544	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13866	    9TOP TRANZ	    9TOP TRANZ	    5BRIAN	    8579-9369	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13867	   30EVODE POWDER COATINGS (NZ) LTD	   30EVODE POWDER COATINGS (NZ) LTD	    0	    8444-6514	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   28PREVIOUSLY KNOWN AS OXYPLAST	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13868	   23UNION CHEMICALS LIMITED	   23UNION CHEMICALS LIMITED	    0	    8444-8046	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13869	   13TASMAN LUMBER	   16TASMAN LUMBER CO	   20GAIL WALLIS EXT 9654	    8525-9000	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13870	   16PRESTIGE CUSTOMS	   25PRESTIGE CUSTOMS SERVICES	    0	    8256-0230	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        13871	    5KERRY	   12KERRY NZ LTD	    0	    8525-2440	    8525-2437	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	30-mar-2000 04:16:23     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13874	   26CARTER HOLT HARVEY ROOFING	   31CARTER HOLT HARVEY ROOFING INT.	    0	    8528-8109	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13876	   19ASPAK FOODS LIMITED	   19ASPAK FOODS LIMITED	    0	    8274-5099	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   62NO OTHER AGENT/CARRIER OR ANY OTHER PERSON TO USE THIS ACOUNT.	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13877	   17PACIFIC TERMINALS	   20PACIFIC TERMINAL LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        13878	   25PROFILE INTERNATIONAL LTD	   25PROFILE INTERNATIONAL LTD	    0	    8579-9951	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	07-jan-2000 04:16:31     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        13882	   18*INTER-FREIGHT LTD	   18*INTER-FREIGHT LTD	    0	    8274-0411	    8274-7080	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   57PREVIOUSLY KNOWN AS PAM TAM ENTERPRISES & HYDES TRANSPORT	    0	     3	10-nov-1999              	21-apr-2000 04:16:29     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        13885	   15PHOENIX IMPORTS	   19PHOENIX IMPORTS LTD	    0	    8444-0797	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A
